actual,proposed
0.3090038001537323,0.20000000298023224
0.15238399803638458,0.20000000298023224
0.15276455879211426,0.20000000298023224
0.15529286861419678,0.19866789877414703
0.0,0.18470390141010284
0.0,0.18027788400650024
0.0,0.16485413908958435
0.0,0.20000000298023224
0.0,0.15918903052806854
0.22021591663360596,0.20000000298023224
0.22556547820568085,0.20000000298023224
0.2260282337665558,0.20000000298023224
0.22215233743190765,0.20000000298023224
0.21835651993751526,0.20000000298023224
0.20591920614242554,0.20000000298023224
0.1858556866645813,0.20000000298023224
0.17391927540302277,0.20000000298023224
0.1577950268983841,0.20000000298023224
0.13753558695316315,0.20000000298023224
0.11754992604255676,0.20000000298023224
0.09782540798187256,0.20000000298023224
0.07399089634418488,0.20000000298023224
3.7017241993453354e-05,0.18863992393016815
0.0,0.18394313752651215
0.0,0.17883439362049103
0.0,0.17346413433551788
0.0,0.16732177138328552
0.0,0.16055652499198914
0.0,0.15970143675804138
0.0,0.1524655669927597
0.0,0.1452266424894333
0.0,0.13808391988277435
0.0,0.12387523800134659
0.0,0.13162413239479065
0.0,0.11747191101312637
0.0,0.12549984455108643
0.0,0.11144877970218658
0.030275912955403328,0.20000000298023224
0.031334370374679565,0.20000000298023224
0.036721475422382355,0.1985342800617218
0.03857304900884628,0.20000000298023224
0.04817967116832733,0.20000000298023224
0.06266822665929794,0.19921040534973145
0.05884190648794174,0.20000000298023224
0.03832881897687912,0.20000000298023224
0.030473140999674797,0.20000000298023224
0.22570110857486725,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.09990354627370834,0.20000000298023224
0.0964675024151802,0.20000000298023224
0.11220724880695343,0.20000000298023224
0.11254680156707764,0.20000000298023224
0.1171669065952301,0.20000000298023224
0.11734601855278015,0.20000000298023224
0.12169082462787628,0.20000000298023224
0.11269049346446991,0.20000000298023224
0.0648445338010788,0.20000000298023224
0.04553968459367752,0.20000000298023224
0.030735261738300323,0.20000000298023224
0.016003474593162537,0.20000000298023224
0.00569842429831624,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.1951955109834671
0.0,0.1899547278881073
0.0,0.18490301072597504
0.0,0.17984460294246674
0.0,0.17492590844631195
0.0,0.17035223543643951
0.0,0.16576699912548065
0.0,0.16142573952674866
0.0,0.15727321803569794
0.0,0.15300855040550232
0.0,0.14897753298282623
0.0,0.14509817957878113
0.0,0.14125576615333557
0.0,0.13758592307567596
0.0,0.13402508199214935
0.0,0.1305779218673706
0.0,0.1272706687450409
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.11683869361877441
0.0,0.11376599222421646
0.0,0.11080752313137054
0.0,0.10803356766700745
0.0,0.10511816293001175
0.0,0.1023687943816185
0.0,0.09975482523441315
0.0,0.09714923799037933
0.0,0.09465343505144119
0.0,0.09221494942903519
0.0,0.08983876556158066
0.0,0.08757272362709045
0.0,0.0853840559720993
0.0,0.08324339240789413
0.0,0.08118220418691635
0.0,0.0791199803352356
0.0,0.07709947228431702
0.0,0.07517338544130325
0.0,0.0732024759054184
0.0,0.07122296094894409
0.0,0.06931385397911072
0.0,0.06752133369445801
0.0,0.0657651498913765
0.0,0.20000000298023224
0.0,0.06234355270862579
0.0,0.20000000298023224
0.0,0.0591927096247673
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.08315569162368774
0.0,0.08109921962022781
0.0,0.10934992134571075
0.0,0.20000000298023224
0.0,0.1324385106563568
0.0,0.20000000298023224
0.0,0.15648335218429565
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.19865363836288452
0.0,0.19378051161766052
0.0,0.18909479677677155
0.0,0.18473757803440094
0.0,0.18062153458595276
0.0,0.17679792642593384
0.0,0.17301379144191742
0.0,0.16940099000930786
0.0,0.16796422004699707
0.0,0.16484296321868896
0.0,0.16181254386901855
0.0,0.15883198380470276
0.0,0.18530552089214325
0.0,0.20000000298023224
0.04394059255719185,0.1907077431678772
0.0,0.19365981221199036
0.0,0.18571613729000092
0.0,0.18861784040927887
0.0,0.1849948912858963
0.0,0.18153071403503418
0.0,0.17825473845005035
0.0,0.17510375380516052
0.0,0.17208662629127502
0.0,0.16924256086349487
0.0,0.16659919917583466
0.0,0.16408351063728333
0.0,0.16168756783008575
0.0,0.20000000298023224
0.0,0.15707412362098694
0.0,0.15497566759586334
0.0,0.1529882699251175
0.13568836450576782,0.15722641348838806
0.13080254197120667,0.15702269971370697
0.1328723132610321,0.15667299926280975
0.13706238567829132,0.18475449085235596
0.12414328008890152,0.18376654386520386
0.1179099753499031,0.20000000298023224
0.10586366802453995,0.1796426624059677
0.08132421970367432,0.17852403223514557
0.06720569729804993,0.1774773895740509
0.05767383426427841,0.175281822681427
0.04394052177667618,0.17412811517715454
0.017096206545829773,0.20000000298023224
0.0,0.1979994773864746
0.0,0.19578787684440613
0.0,0.19056063890457153
0.0,0.18816451728343964
0.0,0.18565474450588226
0.0,0.20000000298023224
0.0,0.18013636767864227
0.0,0.17721444368362427
0.0,0.17439225316047668
0.0,0.1718924194574356
0.0,0.16949062049388885
0.0,0.1672106236219406
0.0,0.20000000298023224
0.0,0.16124992072582245
0.0,0.20000000298023224
